Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Labels,Description,ID Historia,Épica (área),Prioridad calculada,Severidad calculada,Tareas técnicas,Octubre
[H-MKT-10] Subir a Zernio las versiones de prueba que elijo,Story,High,historia,marketing,p1,sev-critica,,,"*Historia:* Como founder, quiero elegir qué versiones de prueba subir y que queden como borradores en Zernio, escalonadas en el tiempo, con un mail cuando termina, para probarlas sin cargarlas una por una.

*Criterios de aceptación:*
* Dadas las versiones elegidas, cuando las subo con una demora, entonces aparecen como borradores en Zernio escalonados y me llega el mail al terminar.
* Dada una versión que falló al armarse (no al subirse), cuando la veo, entonces el botón ""Reintentar"" está deshabilitado o vuelve a armarla, en vez de fallar de nuevo igual.
* La clave interna que protege la subida no aparece en ningún registro ni dirección.

*Tareas técnicas (PENDIENTES.md):*
* [TRIAL-SECRET-EN-URL] WORKER_AUTH_SECRET en la URL de QStash y en logs (P1)
* [TRIAL-RETRY-GENERACION] Reintentar sólo sirve para fallas de publicación (P2)

Funcionalidad: F-MKT-10 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-10]",H-MKT-10,Marketing,P1,Crítica,TRIAL-SECRET-EN-URL TRIAL-RETRY-GENERACION,
[H-MKT-11] Usar mi propia música en la versión con música,Story,High,historia,marketing,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero subir mi propia música y que la versión con música de mis reels de prueba la use, para que suene a mi marca.

*Criterios de aceptación:*
* Dado que estoy en Marketing, Contenido, cuando busco dónde subir mi música, entonces encuentro la opción y puedo subir un archivo.
* Dada una música subida, cuando genero versiones de prueba de un reel nuevo, entonces la versión con música suena con esa música de fondo (hoy sale con el audio original).

*Tareas técnicas (PENDIENTES.md):*
* [TRIAL-REELS-MUSICA] La música propia de Trial Reels no se usa ni se puede subir (P1)

*Para confirmar:*
* Agustín: si el founder no sube música, ¿la versión 3 lleva una música por defecto libre de derechos (hay que conseguirla, tarea TRIAL-4) o sale con el audio original?

Funcionalidad: F-MKT-11 · No funciona · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-11]",H-MKT-11,Marketing,P1,Media,TRIAL-REELS-MUSICA,
[H-MKT-16] Recibir al instante los comentarios y mensajes nuevos,Story,High,historia,marketing,p1,sev-baja,para-confirmar,,"*Historia:* Como founder, quiero que cada comentario o mensaje nuevo que llega por Zernio quede guardado en el momento, para tener un registro histórico aunque después se borre de la red.

*Criterios de aceptación:*
* Cuando Zernio avisa un comentario o mensaje nuevo, entonces queda guardado en Limitless (hoy no hay ninguno guardado, con 9 cuentas conectadas).
* Un aviso que no viene de Zernio se rechaza.
* Probado con una cuenta real de Zernio (aviso de prueba enviado) y el resultado quedó anotado.

*Tareas técnicas (PENDIENTES.md):*
* [ZERNIO-WEBHOOK-SIN-EVENTOS] El webhook de Zernio no registró nada (P1)
* [ZERNIO-DOCS] Zernio no tiene documentación local y sus supuestos casi no están registrados (P2)

*Para confirmar:*
* Agustín: hoy ninguna pantalla usa esa copia guardada (todo se lee en vivo de Zernio); ¿vale la pena mantenerla? El ""para qué"" es deducido.

Funcionalidad: F-MKT-16 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-16]",H-MKT-16,Marketing,P1,Baja,ZERNIO-WEBHOOK-SIN-EVENTOS ZERNIO-DOCS,
[H-MKT-17] Ver el resumen de Marketing con mi contenido real,Story,High,historia,marketing,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero ver en el Overview de Marketing mis indicadores, mi embudo y el mapa de calor calculados sobre mi contenido de Zernio, para entender de un vistazo cómo viene mi marketing.

*Criterios de aceptación:*
* Dada una empresa con contenido sólo en Zernio, cuando abre el Overview, entonces ve indicadores, embudo y mapa de calor con datos de su contenido (hoy los ve vacíos).
* Abrir el Overview no recalcula nada ni gasta IA en cada visita.
* Quedó registrada la decisión de Agustín sobre de dónde sale el Overview, y se apagó la sincronización vieja de Instagram que sigue corriendo en segundo plano.

*Tareas técnicas (PENDIENTES.md):*
* [MKT-OVERVIEW-LEGACY] El Overview sale de content_assets (legacy) (P1)
* [AUDITORIA §3 salud 1] Legacy de Instagram Graph y content_assets todavía agendado (P2)

*Para confirmar:*
* Agustín: ¿el Overview pasa a usar el contenido de Zernio o se rediseña/saca?

Funcionalidad: F-MKT-17 · No funciona · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-17]",H-MKT-17,Marketing,P1,Alta,MKT-OVERVIEW-LEGACY AUDITORIA §3 salud 1,
[H-MKT-19] Saber qué contenido me trajo ventas,Story,High,historia,marketing,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero ver qué publicaciones trajeron más ventas y el recorrido de mis compradores, para hacer más del contenido que vende.

*Criterios de aceptación:*
* Dada una empresa con ventas que vienen de contenido de Zernio, cuando abre Conexión con Ventas, entonces ve el ranking de publicaciones con la plata que trajo cada una (distinta de cero).
* En el detalle de una publicación con ventas, la sección ""Atribución de ventas"" muestra esas ventas (hoy siempre dice ""Sin atribución"").
* Si el agente de negocio consulta qué contenido vendió más, responde con los mismos números.
* Si se decide sacarla, la pantalla y la sección ya no aparecen y la dirección lleva a otra pantalla.

*Tareas técnicas (PENDIENTES.md):*
* [MKT-SALES-CONN-VACIA] Conexión con Ventas depende del inbox legacy (P1)
* [EMBUDO-PANEL-DMS] El embudo del panel no mide DMs (P2)

*Para confirmar:*
* Decisión: construir lo que falta o sacarlo de la pantalla. Agustín: para el recorrido de compradores hay que decidir qué se guarda de los mensajes de Zernio.

Funcionalidad: F-MKT-19 · No funciona · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-19]",H-MKT-19,Marketing,P1,Media,MKT-SALES-CONN-VACIA EMBUDO-PANEL-DMS,
[H-MKT-21] Ver las respuestas de mis formularios con el puntaje de cada lead,Story,High,historia,marketing,p1,sev-critica,,,"*Historia:* Como founder, quiero que las respuestas de mis formularios de Typeform y Google Forms entren solas con un puntaje de lead por IA, para saber rápido a quién llamar primero.

*Criterios de aceptación:*
* Dado un formulario de Google Forms con respuestas, cuando se sincroniza, entonces las respuestas aparecen con su puntaje; si algo falla, el error queda registrado por formulario en vez de perderse en silencio (hoy hay 38 formularios y 0 respuestas en producción).
* Un formulario con más de 1000 respuestas nuevas se trae completo.
* Dos empresas con el mismo formulario conservan cada una sus respuestas sin pisarse.
* Un miembro del equipo sin permiso no puede desconectar un formulario.

*Tareas técnicas (PENDIENTES.md):*
* [MKT-FORMS-SIN-RESPUESTAS] 38 formularios y 0 respuestas en producción (P1)
* [AUDITORIA-ABIERTOS §6] Typeform y Google Forms pierden respuestas > 1000 y external_response_id es único global (P1)
* [PERMISOS-SERVER-ACTIONS/marketing] (compartido) Drive del founder y desconexiones abiertas a cualquier miembro (P2)

Funcionalidad: F-MKT-21 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-21]",H-MKT-21,Marketing,P1,Crítica,MKT-FORMS-SIN-RESPUESTAS AUDITORIA-ABIERTOS §6 PERMISOS-SERVER-ACTIONS/marketing,
"[H-MKT-23] Saber cuántos clics, leads, llamadas y ventas trajo cada link UTM",Story,High,historia,marketing,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero que cada link UTM sume sus clics, leads, llamadas agendadas y ventas, para saber qué video de YouTube me trae clientes.

*Criterios de aceptación:*
* Dado un link UTM, cuando alguien entra, se anota, agenda en Calendly con el mismo email y termina comprando, entonces el link muestra un clic, un lead, una llamada y una venta con su monto.
* Un lead de una campaña que no existe no se registra, y un lead no se atribuye al link equivocado cuando hay dos candidatos (cubierto por pruebas automáticas).
* Probado con una cuenta real (landing, Calendly y alta del cliente) y el resultado quedó anotado.
* La captura desde la lista de espera de la landing de Limitless está encendida en producción.

*Tareas técnicas (PENDIENTES.md):*
* [T-5] Tests de lib/utm/ (P1)
* [ENV-LIMPIEZA] Variables de entorno desalineadas entre código, .env.example, turbo.json y Vercel (P1)

*Para confirmar:*
* Martín: el último criterio sólo aplica a la landing propia de Limitless; si no importa para octubre, se saca junto con su tarea.

Funcionalidad: F-MKT-23 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-23]",H-MKT-23,Marketing,P1,Media,T-5 ENV-LIMPIEZA,
[H-OPS-08] Que las tareas que crea el agente muestren al responsable correcto,Story,High,historia,operaciones-y-equipo,p1,sev-media,,,"*Historia:* Como founder, quiero que las tareas que crea o cambia el agente, las propuestas de Fathom o ""mandar al tablero"" queden con los responsables y el cierre bien registrados, para confiar en el tablero sin corregirlo a mano.

*Criterios de aceptación:*
* Dada una tarea con dos responsables, cuando le pido al agente que la reasigne, entonces la tarjeta muestra al nuevo responsable.
* Cuando el agente, Fathom o ""mandar al tablero"" pasa una tarea a Hecho, queda registrado quién la cerró y cuándo.
* Hay una prueba automática de la forma común de guardar tareas.

*Tareas técnicas (PENDIENTES.md):*
* [WORKBOARD-ASIGNACION-AGENTE] El agente, Fathom y ""mandar al tablero"" no mantienen assignee_ids [Operaciones y equipo] (P1)

Funcionalidad: F-OPS-08 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-OPS-08]",H-OPS-08,Operaciones y equipo,P1,Media,WORKBOARD-ASIGNACION-AGENTE,
[H-OPS-11] Armar un SOP a partir de un video,Story,High,historia,operaciones-y-equipo,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero subir un video (por ejemplo un Loom) y recibir el SOP escrito con la lista de lo que el video no aclara, para documentar procesos sin escribirlos desde cero.

*Criterios de aceptación:*
* Probado con una cuenta real (video subido de punta a punta) y el resultado quedó anotado, incluido qué pasó con el intento que ya existe en producción.
* Un video del tamaño máximo permitido, y uno de alrededor de una hora, terminan con el SOP listo sin error.
* Si no se puede leer la duración del video, el proceso termina con un mensaje claro de error en vez de fallar sin explicación.
* Cuando el SOP queda listo, el video se borra del almacenamiento (la transcripción queda guardada).

*Tareas técnicas (PENDIENTES.md):*
* [D-SOPS-VIDEO-NUNCA-CORRIO] Probar el flujo entero de SOP desde video [Operaciones y equipo] (P1)
* [OPS-SOP-VIDEO-MEMORIA] El worker mete el video entero en memoria y en /tmp [Operaciones y equipo] (P1)
* [OPS-SOP-VIDEO-NO-SE-BORRA] Los videos de SOP quedan para siempre en el bucket [Operaciones y equipo] (P2)

*Para confirmar:*
* Agustín: si el proceso falla, ¿el video se guarda para reintentar o se borra igual?

Funcionalidad: F-OPS-11 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-OPS-11]",H-OPS-11,Operaciones y equipo,P1,Media,D-SOPS-VIDEO-NUNCA-CORRIO OPS-SOP-VIDEO-MEMORIA OPS-SOP-VIDEO-NO-SE-BORRA,
[H-OPS-19] Dar de alta a un miembro con el rol correcto,Story,High,historia,operaciones-y-equipo,p1,sev-baja,para-confirmar,,"*Historia:* Como founder, quiero dar de alta a un miembro con un rol y que reciba una contraseña temporal para su primer ingreso, para sumar gente al equipo con el acceso justo.

*Criterios de aceptación:*
* Dado que invito a un miembro con un rol de mi empresa, queda creado con ese rol y su acceso limitado a lo que el rol permite.
* Si se intenta dar de alta con un rol que no es de mi empresa, da error y no se crea el miembro.
* Un admin puede (o no) dar de alta miembros según lo que se decida, y la pantalla y el sistema se comportan igual.

*Tareas técnicas (PENDIENTES.md):*
* [EQUIPO-CUSTOM-ROLE-ORG] customRoleId no se valida contra la organización [Operaciones y equipo] (P1)
* [EQUIPO-ADMIN] El rol admin no puede gestionar el equipo [Operaciones y equipo] (P3)

*Para confirmar:*
* Agustín: ¿el rol admin puede gestionar el equipo (dar de alta, cambiar roles, desactivar) o sólo el founder?

Funcionalidad: F-OPS-19 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-OPS-19]",H-OPS-19,Operaciones y equipo,P1,Baja,EQUIPO-CUSTOM-ROLE-ORG EQUIPO-ADMIN,
[H-OPS-21] Cambiarle el rol a un miembro,Story,High,historia,operaciones-y-equipo,p1,sev-baja,,,"*Historia:* Como founder, quiero cambiarle el rol a un miembro, para ajustar su acceso cuando cambia su función.

*Criterios de aceptación:*
* Dado un miembro, cuando le asigno otro rol de mi empresa, su acceso cambia según ese rol.
* Si se intenta asignar un rol que no es de mi empresa, da error y el miembro no cambia.
* Hay una prueba automática que cubre los dos casos.

*Tareas técnicas (PENDIENTES.md):*
* [EQUIPO-CUSTOM-ROLE-ORG] customRoleId no se valida contra la organización [Operaciones y equipo] (P1)

Funcionalidad: F-OPS-21 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-OPS-21]",H-OPS-21,Operaciones y equipo,P1,Baja,EQUIPO-CUSTOM-ROLE-ORG,
[H-PLA-02] Decidir quién puede crear una cuenta de founder,Story,High,historia,plataforma,p1,sev-alta,para-confirmar,,"*Historia:* Como super admin de Limitless, quiero que sólo se creen cuentas de founder por el camino que decidamos, para no pagar uso de IA de cuentas que nadie dio de alta ni cobra.

*Criterios de aceptación:*
* La decisión de si el alta de founders es pública o sólo por Limitless (o por la prueba gratis) quedó tomada y escrita en la documentación.
* Si el alta es cerrada: la pantalla de ingreso ya no muestra ""Crear cuenta"" y cualquier intento de crear una cuenta por fuera de Limitless es rechazado.
* Si el alta sigue abierta: el intento repetido desde un mismo lugar queda frenado y el mensaje al registrarse no revela si el email ya tiene cuenta.

*Tareas técnicas (PENDIENTES.md):*
* [SIGNUP-PUBLICO] Cualquiera puede crearse una org founder (nuevo) (P1)

*Para confirmar:*
* Agustín: ¿el alta de founders es pública o sólo por Limitless / prueba gratis?

Funcionalidad: F-PLA-02 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-02]",H-PLA-02,Plataforma,P1,Alta,SIGNUP-PUBLICO,
[H-PLA-07] Que un miembro no pueda abrir los módulos donde no tiene acceso,Story,High,historia,plataforma,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero que un miembro del equipo no pueda abrir de ninguna forma las pantallas de los módulos que le dejé ""sin acceso"", para que cada uno vea sólo lo que le corresponde.

*Criterios de aceptación:*
* Dado un miembro sin acceso a Finanzas que está en el Panel, cuando abre Finanzas desde la paleta ⌘K o desde un link interno, entonces ve ""No tenés acceso"" igual que si tipeara la dirección, y la paleta ni siquiera le ofrece Finanzas.
* Dado un miembro sin acceso a Operaciones, cuando abre el Área del fundador, entonces ve ""No tenés acceso""; el founder la sigue viendo.
* Dado un miembro invitado sin rol asignado, cuando entra, entonces el menú y el bloqueo de pantallas se comportan con una misma regla (no puede abrir por dirección lo que el menú no le muestra, ni al revés).
* Se probó con una segunda cuenta con rol limitado y el resultado de cada paso quedó anotado.

*Tareas técnicas (PENDIENTES.md):*
* [PERMISOS-LAYOUT-NAV-SUAVE] El bloqueo por módulo vive en un layout que no se re-renderiza al navegar (nuevo) (P1)
* [NAV-PALETA-PERMISOS] La paleta ⌘K no filtra por permisos ni add-ons (nuevo) (P2)
* [PERMISOS-FOUNDER-AREA] /founder no pasa por el bloqueo de permisos (nuevo) (P1)
* [PERMISOS-SIN-ROL-NAV] Un member sin rol pasa el gate pero no ve ningún ítem (nuevo) (P2)
* [PERMISOS-VERIFICAR-SESION] Probar el bloqueo con un rol limitado (ex bloque de PLAN_VERIFICACION) (P1)

*Para confirmar:*
* Agustín: un miembro sin rol asignado, ¿ve todo en modo lectura o se obliga a elegir un rol al sumarlo?

Funcionalidad: F-PLA-07 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-07]",H-PLA-07,Plataforma,P1,Alta,PERMISOS-LAYOUT-NAV-SUAVE NAV-PALETA-PERMISOS PERMISOS-FOUNDER-AREA PERMISOS-SIN-ROL-NAV PERMISOS-VERIFICAR-SESION,
[H-PLA-09] Ver el portfolio del holding sólo si lo administro,Story,High,historia,plataforma,p1,sev-critica,,,"*Historia:* Como admin del holding, quiero ver el portfolio de mis negocios con sus números y que las personas del holding que no lo administran no puedan verlo, para proteger los datos de clientes de cada negocio.

*Criterios de aceptación:*
* Dado que soy founder o admin del holding, cuando abro el portfolio, entonces veo mis negocios con sus números como hoy.
* Dado un miembro del holding que no es founder ni admin, cuando intenta ver datos de los negocios (incluso forzando el cambio de negocio a mano o por fuera de la pantalla), entonces no ve clientes, llamadas ni conversaciones de ningún negocio.

*Tareas técnicas (PENDIENTES.md):*
* [HOLDING-PORTFOLIO-ROL] El portfolio del holding no mira el rol (P1)

Funcionalidad: F-PLA-09 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-09]",H-PLA-09,Plataforma,P1,Crítica,HOLDING-PORTFOLIO-ROL,
[H-PLA-10] Operar uno de mis negocios desde el holding,Story,High,historia,plataforma,p1,sev-critica,para-confirmar,,"*Historia:* Como admin del holding, quiero entrar a uno de mis negocios, trabajar como si fuera su founder y volver a la vista del holding, para gestionar cada negocio sin tener una cuenta distinta por cada uno.

*Criterios de aceptación:*
* Dado que entré a un negocio, cuando cargo contenido, tareas del tablero, comisiones de closers u otros datos del negocio, entonces quedan guardados en ese negocio y no en el holding.
* Dado que entré a un negocio, entonces el menú muestra los módulos contratados por ese negocio.
* Sólo el founder o un admin del holding puede entrar a un negocio; otro miembro del holding, aun forzándolo, sigue viendo el holding.

*Tareas técnicas (PENDIENTES.md):*
* [AUD-SALUD-ORG-HOLDING] Acciones que ignoran el negocio activo del holding (AUD-SALUD-7) (P2)
* [ADDONS-HOLDING] Add-ons de UI y de servidor salen de orgs distintas en un holding (nuevo) (P2)
* [HOLDING-PORTFOLIO-ROL] El portfolio del holding no mira el rol (P1)

*Para confirmar:*
* Martín: el perfil y el equipo quizá deban seguir atados al holding a propósito; confirmar con quien lo implemente cuáles quedan afuera.

Funcionalidad: F-PLA-10 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-10]",H-PLA-10,Plataforma,P1,Crítica,AUD-SALUD-ORG-HOLDING ADDONS-HOLDING HOLDING-PORTFOLIO-ROL,
[H-PLA-22] Importar mi histórico con los montos correctos,Story,High,historia,plataforma,p1,sev-alta,,,"*Historia:* Como founder, quiero importar mis clientes y ventas desde Excel, GoHighLevel o ClickUp con los montos y fechas tal cual los tengo, para que mis ingresos y renovaciones arranquen con números reales.

*Criterios de aceptación:*
* Dado un Excel con montos ""1.500"", ""1.500,00"" y ""1,500.00"", cuando lo importo, entonces los tres quedan en 1500.
* Dado un Excel con una fila con monto o fecha ilegible o vacía, cuando lo importo, entonces esa fila se informa como error y no se guarda con monto 0 ni con la fecha de hoy.
* Dado un import desde ClickUp con montos ""1.500"" y ""$2,500.00"", entonces quedan en 1500 y 2500; un monto ambiguo no se importa y aparece informado en el resultado.

*Tareas técnicas (PENDIENTES.md):*
* [CLIENTES-IMPORT-EXCEL-MONTOS] El import de Excel inventa montos y fechas *(nuevo; viene de la auditoría §3 «Dinero y datos»)* (P1)
* [CLICKUP-MONTOS] El import de ClickUp lee mal los montos [Clientes / Integraciones] (P1)

Funcionalidad: F-PLA-22 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-22]",H-PLA-22,Plataforma,P1,Alta,CLIENTES-IMPORT-EXCEL-MONTOS CLICKUP-MONTOS,
[H-PLA-23] Tener un Área del fundador que sea sólo mía,Story,High,historia,plataforma,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero un Área del fundador con el resumen de Inteligencia de mi negocio que mi equipo sin permiso no pueda abrir, para revisar la foto general del negocio en privado.

*Criterios de aceptación:*
* Dado un miembro sin acceso a Operaciones, cuando abre el Área del fundador, entonces ve ""No tenés acceso""; el founder la sigue viendo.
* El Área muestra lo que se decida que tiene que mostrar (hoy es el mismo resumen de Inteligencia con otra presentación).

*Tareas técnicas (PENDIENTES.md):*
* [PERMISOS-FOUNDER-AREA] /founder no pasa por el bloqueo de permisos (nuevo) (P1)
* [FOUNDER-AREA] El Área del fundador es sólo el snapshot de Inteligencia (P3)

*Para confirmar:*
* Agustín: ¿qué debería tener el Área del fundador además del resumen de Inteligencia, o se une con Inteligencia? (la tarea técnica no tiene descripción).

Funcionalidad: F-PLA-23 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-23]",H-PLA-23,Plataforma,P1,Media,PERMISOS-FOUNDER-AREA FOUNDER-AREA,
[H-PLA-26] Dar de baja a un cliente de Limitless sin dejar restos,Story,High,historia,plataforma,p1,sev-media,,,"*Historia:* Como super admin de Limitless, quiero dar de baja una organización o una persona viendo antes qué se borra, para que un ex cliente no conserve accesos ni archivos en la plataforma.

*Criterios de aceptación:*
* Probado con una organización descartable con datos reales y el resultado de cada paso quedó anotado.
* Dado que di de baja una organización, cuando su founder intenta entrar, entonces no puede, y no quedan archivos de esa organización guardados.
* La baja queda registrada con quién la hizo, qué alcanzó y ningún problema; si algo falla a mitad, el aviso dice ""la baja quedó a medias"" con el detalle, nunca ""listo"".

*Tareas técnicas (PENDIENTES.md):*
* [BAJAS-SIN-PROBAR] La baja del super admin nunca se ejecutó entera (P1)

Funcionalidad: F-PLA-26 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-26]",H-PLA-26,Plataforma,P1,Media,BAJAS-SIN-PROBAR,
[H-PLA-30] Mantener el cerebro de IA general sin usar la clave de un cliente,Story,High,historia,plataforma,p1,sev-alta,para-confirmar,,"*Historia:* Como super admin de Limitless, quiero cargar y resumir los documentos del cerebro de IA general usando sólo la cuenta de Limitless, para no cobrarle a un cliente trabajo de la plataforma ni usar su clave sin permiso.

*Criterios de aceptación:*
* Dado que falta la clave de Claude de Limitless, cuando genero resúmenes del cerebro, entonces la pantalla muestra un error claro y no usa la clave de ningún cliente.
* Dado que la clave de Limitless está cargada, cuando genero resúmenes, entonces el costo de cada lote queda registrado como gasto de la plataforma, no a nombre de un cliente.

*Tareas técnicas (PENDIENTES.md):*
* [IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN] (nuevo) Super-admin usa la clave de una org cliente (P1)

*Para confirmar:*
* ---

Funcionalidad: F-PLA-30 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-PLA-30]",H-PLA-30,Plataforma,P1,Alta,IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN,
[H-VEN-05] Que los turnos de Calendly del negocio entren a tiempo y de forma segura,Story,High,historia,ventas,p1,sev-media,,,"*Historia:* Como founder, quiero que los turnos del Calendly del negocio entren solos, sin atrasos y sin que nadie de afuera pueda colar turnos falsos, para que Closing y el seguimiento reflejen la agenda real.

*Criterios de aceptación:*
* Dado un turno nuevo que aparece a la vez en el Calendly del negocio y en el de un closer, cuando corre la sincronización, entonces entra en esa misma corrida junto con los demás turnos nuevos (no se pierde el lote hasta la hora siguiente).
* Una hora de registros de la sincronización no muestra errores de turnos duplicados.
* Cuando llega un aviso de Calendly firmado hace más de 5 minutos (repetido), el sistema lo rechaza.
* Las credenciales de la conexión con Calendly quedan guardadas cifradas, y la sincronización sigue funcionando después del cambio.

*Tareas técnicas (PENDIENTES.md):*
* [CALENDLY-CRONS-SUPERPUESTOS] calendly-sync y calendly-sync-closers corren a la misma hora (P1)
* [CALENDLY-WEBHOOK-REPLAY] El webhook de Calendly no valida la ventana de tiempo (P2)
* [TOKENS-TEXTO-PLANO] (parte Ventas) Tokens de Calendly, Fathom org y ManyChat sin cifrar (P2)

Funcionalidad: F-VEN-05 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-VEN-05]",H-VEN-05,Ventas,P1,Media,CALENDLY-CRONS-SUPERPUESTOS CALENDLY-WEBHOOK-REPLAY TOKENS-TEXTO-PLANO,
[H-VEN-07] Que los turnos del Calendly de cada closer entren al seguimiento,Story,High,historia,ventas,p1,sev-alta,,,"*Historia:* Como closer, quiero que los turnos de mi propio Calendly entren atribuidos a mí y colgados de su lead, para poder seguirlos desde Seguimiento como cualquier otro turno.

*Criterios de aceptación:*
* Dado un turno nuevo agendado en el Calendly de un closer con un mail nuevo, cuando corre la sincronización, entonces el turno queda a nombre de ese closer y el lead aparece en Closing → Seguimiento → Todos.
* Después de la corrección, los turnos viejos que tienen mail del lead también quedan colgados de su lead (ninguno queda suelto).
* Si un turno está en el Calendly del negocio y en el del closer, entra igual en la misma corrida.

*Tareas técnicas (PENDIENTES.md):*
* [CALENDLY-CLOSER-SIN-LEAD] Los turnos del Calendly de cada closer no entran al seguimiento (P1)
* [CALENDLY-CRONS-SUPERPUESTOS] calendly-sync y calendly-sync-closers corren a la misma hora (P1)

Funcionalidad: F-VEN-07 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-VEN-07]",H-VEN-07,Ventas,P1,Alta,CALENDLY-CLOSER-SIN-LEAD CALENDLY-CRONS-SUPERPUESTOS,
[H-VEN-10] Cerrar una venta en un solo paso,Story,High,historia,ventas,p1,sev-critica,,,"*Historia:* Como closer, quiero marcar una venta como cerrada y que se cree el cliente con su primer pago en un solo paso, para no cargar nada dos veces ni quedarme con una venta a medias.

*Criterios de aceptación:*
* Dado un turno en Closing, cuando lo marco como cerrado con monto y comprobante, entonces aparece el cliente en Clientes, vinculado al lead y con ese pago registrado.
* Si se corta la conexión o algo falla en el medio, no queda un turno cerrado sin cliente ni un cliente sin pago; o, si quedó algo a medias, puedo volver a intentarlo y se completa lo que faltaba.
* Reintentar el cierre del mismo turno nunca duplica el cliente ni el pago.

*Tareas técnicas (PENDIENTES.md):*
* [CLOSING-CIERRE-ATOMICO] Cerrar una venta son cinco escrituras encadenadas desde el navegador (P1)

Funcionalidad: F-VEN-10 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-VEN-10]",H-VEN-10,Ventas,P1,Crítica,CLOSING-CIERRE-ATOMICO,
[H-VEN-14] Ver el ranking de closers en la pestaña Equipo,Story,High,historia,ventas,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero ver en la pestaña Equipo de Closing a cada closer con sus cierres, su facturación y su comisión, para saber quién está vendiendo y cuánto le corresponde.

*Criterios de aceptación:*
* Dado un período con al menos una venta cerrada, cuando abro la pestaña Equipo, entonces aparece el closer de esa venta con cierres y facturación distintos de cero.
* La pestaña no sale vacía por un error: si no hay ventas, lo dice.
* Quedó escrito de dónde sale la facturación de cada closer (resultado del turno, monto del cliente o pagos registrados).

*Tareas técnicas (PENDIENTES.md):*
* [CLOSER-AMOUNT-CLOSED] La pestaña Equipo de Closing siempre sale vacía (P1)

*Para confirmar:*
* Agustín: de dónde tiene que salir la facturación por closer (lo que se cargó al cerrar, el monto total del cliente o lo efectivamente cobrado).

Funcionalidad: F-VEN-14 · No funciona · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-VEN-14]",H-VEN-14,Ventas,P1,Media,CLOSER-AMOUNT-CLOSED,
